order_id,customer_id,restaurant,city,order_date,delivery_time_minutes,item,quantity,price,discount,payment_method,rating
543,1399,Burger Town,Cairo,2024-01-23 14:00:00,49.0,Kebab,1,166,0,Wallet,1.0
544,1653,Pizza Hub,Alex,2024-01-23 15:00:00,19.0,Pasta,1,119,5,Wallet,4.0
545,1971,Burger Town,Cairo,2024-01-23 16:00:00,43.0,Sushi,2,179,8,Wallet,1.0
546,1882,Pizza Hub,Alex,2024-01-23 17:00:00,,Kebab,2,119,14,Card,2.0
547,1470,Kebab House,alex,2024-01-23 18:00:00,33.0,Sushi,1,159,11,Card,2.0
548,1142,Sushi World,alex,2024-01-23 19:00:00,39.0,Pasta,3,220,2,Card,1.0
549,1091,Pizza Hub,Giza,2024-01-23 20:00:00,47.0,Sushi,4,181,10,Wallet,2.0
550,1353,Kebab House,Giza,2024-01-23 21:00:00,45.0,Kebab,4,105,14,Wallet,3.0
551,1833,Pizza Hub,Alex,2024-01-23 22:00:00,21.0,Kebab,4,270,2,Cash,3.0
552,1799,Pizza Hub,CAIRO,2024-01-23 23:00:00,44.0,Sushi,3,236,13,Card,4.0
553,1726,Sushi World,Cairo,2024-01-24 00:00:00,34.0,Kebab,1,138,1,Wallet,3.0
554,1958,Pasta Point,Cairo,2024-01-24 01:00:00,35.0,Kebab,2,186,28,Wallet,3.0
555,1853,Pasta Point,Giza,2024-01-24 02:00:00,35.0,Sushi,1,297,3,Wallet,5.0
556,1050,Pizza Hub,,2024-01-24 03:00:00,33.0,Pasta,1,180,25,Cash,5.0
557,1664,Burger Town,Cairo,2024-01-24 04:00:00,49.0,Kebab,2,267,18,Wallet,5.0
558,1697,Kebab House,Cairo,2024-01-24 05:00:00,33.0,Kebab,3,225,11,Cash,5.0
559,1574,Burger Town,CAIRO,2024-01-24 06:00:00,21.0,Kebab,4,220,1,Cash,2.0
560,1189,Burger Town,cairo,2024-01-24 07:00:00,30.0,Kebab,4,268,16,Card,4.0
561,1124,Pizza Hub,Giza,2024-01-24 08:00:00,37.0,Sushi,1,149,2,Wallet,4.0
562,1149,Pizza Hub,Giza,2024-01-24 09:00:00,49.0,Pasta,3,273,9,Cash,3.0
563,1313,Pizza Hub,cairo,2024-01-24 10:00:00,42.0,Pasta,4,178,15,Wallet,
564,1569,Pizza Hub,Cairo,2024-01-24 11:00:00,24.0,Pizza,3,106,21,Card,3.0
565,1341,Pasta Point,CAIRO,2024-01-24 12:00:00,64.0,Kebab,2,230,8,Card,4.0
566,1304,Pizza Hub,CAIRO,2024-01-24 13:00:00,38.0,Kebab,1,295,10,Cash,1.0
567,1691,Pasta Point,Giza,2024-01-24 14:00:00,50.0,Pizza,1,193,20,Card,1.0
568,1681,Pasta Point,CAIRO,2024-01-24 15:00:00,,Pasta,3,100,14,Card,4.0
569,1837,Pizza Hub,alex,2024-01-24 16:00:00,41.0,Burger,4,161,2,Card,2.0
570,1782,Sushi World,cairo,2024-01-24 17:00:00,45.0,Burger,3,252,15,Wallet,3.0
571,1053,Kebab House,Cairo,2024-01-24 18:00:00,49.0,Pasta,2,267,29,Wallet,4.0
572,1443,Burger Town,alex,2024-01-24 19:00:00,47.0,Kebab,4,153,20,Cash,3.0
573,1612,Pasta Point,cairo,2024-01-24 20:00:00,45.0,Burger,4,176,20,Cash,5.0
574,1992,Kebab House,Alex,2024-01-24 21:00:00,31.0,Sushi,3,104,20,Card,4.0
575,1263,Sushi World,Giza,2024-01-24 22:00:00,28.0,Sushi,2,50,27,Card,2.0
576,1052,Burger Town,CAIRO,2024-01-24 23:00:00,38.0,Pizza,4,139,11,Cash,5.0
577,1571,Burger Town,Alex,2024-01-25 00:00:00,46.0,Pasta,1,205,22,Card,4.0
578,1619,Pasta Point,CAIRO,2024-01-25 01:00:00,,Pasta,2,102,4,Cash,1.0
579,1004,Pizza Hub,alex,2024-01-25 02:00:00,47.0,Burger,4,235,6,Wallet,4.0
580,1102,Sushi World,Cairo,2024-01-25 03:00:00,52.0,Kebab,35,122,8,Card,1.0
581,1195,Pasta Point,Cairo,2024-01-25 04:00:00,24.0,Pasta,4,237,20,Card,1.0
582,1773,Sushi World,Cairo,2024-01-25 05:00:00,24.0,Burger,1,236,17,Card,4.0
583,1876,Pizza Hub,CAIRO,2024-01-25 06:00:00,33.0,Burger,2,157,20,Wallet,4.0
584,1991,Pizza Hub,Alex,2024-01-25 07:00:00,,Pasta,4,199,7,Wallet,1.0
585,1883,Pasta Point,Cairo,2024-01-25 08:00:00,28.0,Burger,1,57,11,Card,3.0
586,1349,Pizza Hub,Alex,2024-01-25 09:00:00,51.0,Pizza,4,299,19,Cash,5.0
587,1046,Kebab House,CAIRO,2024-01-25 10:00:00,40.0,Pizza,4,226,1,Wallet,2.0
588,1866,Burger Town,,2024-01-25 11:00:00,35.0,Pasta,2,91,9,Card,4.0
589,1822,Pasta Point,Alex,2024-01-25 12:00:00,17.0,Kebab,3,204,18,Card,5.0
590,1935,Sushi World,alex,2024-01-25 13:00:00,19.0,Pizza,3,216,8,Wallet,5.0
591,1819,Kebab House,CAIRO,2024-01-25 14:00:00,38.0,Pizza,1,260,24,Cash,3.0
592,1655,Pasta Point,CAIRO,2024-01-25 15:00:00,9.0,Pasta,1,74,23,Card,5.0
593,1268,Pizza Hub,Giza,2024-01-25 16:00:00,47.0,Sushi,1,87,7,Cash,4.0
594,1369,Pizza Hub,CAIRO,2024-01-25 17:00:00,33.0,Burger,2,134,23,Cash,5.0
595,1635,Pizza Hub,CAIRO,2024-01-25 18:00:00,73.0,Pizza,3,201,23,Wallet,4.0
596,1105,Pizza Hub,cairo,2024-01-25 19:00:00,62.0,Sushi,1,73,23,Card,4.0
597,1669,Sushi World,Cairo,2024-01-25 20:00:00,32.0,Kebab,1,109,0,Card,1.0
598,1658,Kebab House,Giza,2024-01-25 21:00:00,33.0,Sushi,4,260,5,Cash,3.0
599,1656,Burger Town,Giza,2024-01-25 22:00:00,46.0,Pasta,4,227,11,Wallet,2.0
600,1119,Sushi World,Giza,2024-01-25 23:00:00,55.0,Kebab,1,160,24,Wallet,1.0
601,1830,Sushi World,cairo,2024-01-26 00:00:00,15.0,Kebab,4,115,23,Wallet,2.0
602,1786,Burger Town,alex,2024-01-26 01:00:00,13.0,Sushi,4,191,18,Cash,4.0
603,1603,Burger Town,CAIRO,2024-01-26 02:00:00,27.0,Pasta,4,102,26,Cash,
604,1057,Pizza Hub,Cairo,2024-01-26 03:00:00,41.0,Pizza,2,209,16,Card,
605,1950,Sushi World,Alex,2024-01-26 04:00:00,40.0,Sushi,1,155,1,Wallet,
606,1345,Pasta Point,alex,2024-01-26 05:00:00,47.0,Pizza,1,145,10,Cash,2.0
607,1740,Burger Town,CAIRO,2024-01-26 06:00:00,20.0,Sushi,4,269,17,Wallet,4.0
608,1473,Burger Town,cairo,2024-01-26 07:00:00,7.0,Pizza,2,225,22,Cash,2.0
609,1116,Kebab House,CAIRO,2024-01-26 08:00:00,45.0,Sushi,4,88,27,Card,3.0
610,1829,Pasta Point,CAIRO,2024-01-26 09:00:00,25.0,Kebab,2,217,21,Wallet,5.0
611,1790,Pasta Point,cairo,2024-01-26 10:00:00,10.0,Burger,1,91,10,Cash,1.0
612,1126,Burger Town,Giza,2024-01-26 11:00:00,36.0,Kebab,4,160,17,Wallet,1.0
613,1392,Pizza Hub,Giza,2024-01-26 12:00:00,44.0,Pizza,1,153,7,Cash,1.0
614,1907,Kebab House,Cairo,2024-01-26 13:00:00,33.0,Pasta,2,126,14,Cash,5.0
615,1640,Pasta Point,Cairo,2024-01-26 14:00:00,29.0,Kebab,3,253,8,Cash,4.0
616,1057,Burger Town,Giza,2024-01-26 15:00:00,33.0,Burger,2,57,14,Wallet,5.0
617,1633,Pasta Point,alex,2024-01-26 16:00:00,30.0,Pizza,3,256,6,Cash,5.0
618,1512,Kebab House,Alex,2024-01-26 17:00:00,18.0,Kebab,1,75,19,Card,1.0
619,1750,Kebab House,CAIRO,2024-01-26 18:00:00,26.0,Sushi,1,189,12,Wallet,5.0
620,1801,Sushi World,,2024-01-26 19:00:00,41.0,Pasta,4,92,12,Card,
621,1095,Burger Town,CAIRO,2024-01-26 20:00:00,38.0,Pizza,3,228,0,Card,4.0
622,1637,Kebab House,Giza,2024-01-26 21:00:00,37.0,Kebab,2,159,19,Wallet,3.0
623,1117,Sushi World,Cairo,2024-01-26 22:00:00,23.0,Pizza,1,268,3,Cash,1.0
624,1559,Sushi World,alex,2024-01-26 23:00:00,32.0,Sushi,3,259,23,Card,2.0
625,1600,Pasta Point,,2024-01-27 00:00:00,8.0,Burger,2,286,3,Wallet,3.0
626,1487,Pasta Point,Alex,2024-01-27 01:00:00,37.0,Kebab,3,149,3,Cash,
627,1236,Sushi World,Cairo,2024-01-27 02:00:00,52.0,Pizza,2,112,12,Wallet,3.0
628,1884,Pasta Point,Giza,2024-01-27 03:00:00,17.0,Pizza,2,98,1,Wallet,1.0
629,1896,Kebab House,alex,2024-01-27 04:00:00,27.0,Pizza,2,164,27,Wallet,4.0
630,1271,Pizza Hub,Alex,2024-01-27 05:00:00,38.0,Burger,2,204,25,Cash,2.0
631,1188,Kebab House,alex,2024-01-27 06:00:00,50.0,Pizza,3,186,22,Card,1.0
632,1998,Sushi World,CAIRO,2024-01-27 07:00:00,29.0,Pasta,3,296,14,Card,1.0
633,1703,Sushi World,Cairo,2024-01-27 08:00:00,26.0,Pasta,4,216,3,Wallet,4.0
634,1446,Kebab House,alex,2024-01-27 09:00:00,11.0,Pizza,3,114,26,Wallet,4.0
635,1580,Pasta Point,cairo,2024-01-27 10:00:00,36.0,Pasta,3,248,5,Cash,3.0
636,1789,Pasta Point,Cairo,2024-01-27 11:00:00,59.0,Kebab,4,267,2,Wallet,2.0
637,1860,Sushi World,CAIRO,2024-01-27 12:00:00,38.0,Pasta,3,120,6,Wallet,3.0
638,1246,Burger Town,alex,2024-01-27 13:00:00,34.0,Pizza,2,293,5,Wallet,3.0
639,1962,Pasta Point,Alex,2024-01-27 14:00:00,38.0,Sushi,1,56,2,Card,1.0
640,1075,Kebab House,CAIRO,2024-01-27 15:00:00,34.0,Kebab,1,249,3,Wallet,4.0
641,1153,Pasta Point,cairo,2024-01-27 16:00:00,25.0,Burger,4,129,9,Card,1.0
642,1655,Kebab House,alex,2024-01-27 17:00:00,44.0,Pizza,3,116,29,Cash,2.0
643,1434,Sushi World,Giza,2024-01-27 18:00:00,37.0,Burger,3,286,20,Cash,3.0
644,1996,Pasta Point,Cairo,2024-01-27 19:00:00,35.0,Sushi,4,187,8,Card,2.0
645,1085,Kebab House,Alex,2024-01-27 20:00:00,23.0,Burger,1,291,29,Card,4.0
646,1696,Sushi World,Giza,2024-01-27 21:00:00,50.0,Pizza,2,248,5,Card,4.0
647,1284,Burger Town,,2024-01-27 22:00:00,42.0,Pizza,3,262,28,Card,5.0
648,1973,Kebab House,alex,2024-01-27 23:00:00,28.0,Sushi,4,230,19,Wallet,2.0
649,1219,Burger Town,CAIRO,2024-01-28 00:00:00,47.0,Pizza,2,150,26,Card,1.0
650,1068,Burger Town,alex,2024-01-28 01:00:00,29.0,Sushi,4,144,10,Card,2.0
651,1046,Pizza Hub,Alex,2024-01-28 02:00:00,25.0,Sushi,4,136,6,Card,3.0
652,1093,Pasta Point,Giza,2024-01-28 03:00:00,25.0,Pizza,4,234,17,Wallet,4.0
653,1749,Kebab House,Alex,2024-01-28 04:00:00,13.0,Pasta,1,140,3,Wallet,4.0
654,1957,Burger Town,cairo,2024-01-28 05:00:00,40.0,Sushi,1,297,4,Wallet,2.0
655,1452,Pizza Hub,cairo,2024-01-28 06:00:00,13.0,Pizza,4,263,3,Cash,2.0
656,1203,Sushi World,Cairo,2024-01-28 07:00:00,20.0,Pasta,3,152,3,Wallet,2.0
657,1911,Kebab House,Cairo,2024-01-28 08:00:00,10.0,Sushi,2,298,26,Card,3.0
658,1217,Burger Town,cairo,2024-01-28 09:00:00,33.0,Pasta,3,175,12,Wallet,3.0
659,1473,Pasta Point,alex,2024-01-28 10:00:00,33.0,Kebab,1,204,15,Wallet,1.0
660,1431,Pizza Hub,Alex,2024-01-28 11:00:00,31.0,Kebab,2,231,24,Card,
661,1340,Burger Town,cairo,2024-01-28 12:00:00,22.0,Pasta,4,162,13,Wallet,1.0
662,1550,Pasta Point,,2024-01-28 13:00:00,20.0,Sushi,3,53,10,Cash,5.0
663,1611,Burger Town,cairo,2024-01-28 14:00:00,40.0,Pizza,3,137,28,Wallet,3.0
664,1288,Kebab House,alex,2024-01-28 15:00:00,28.0,Burger,4,200,1,Cash,4.0
665,1253,Kebab House,cairo,2024-01-28 16:00:00,38.0,Pizza,3,225,21,Cash,5.0
666,1733,Kebab House,Alex,2024-01-28 17:00:00,24.0,Burger,1,260,13,Cash,4.0
667,1356,Pizza Hub,Giza,2024-01-28 18:00:00,37.0,Burger,4,219,23,Card,5.0
668,1022,Kebab House,alex,2024-01-28 19:00:00,50.0,Sushi,3,52,23,Wallet,1.0
669,1761,Pasta Point,Cairo,2024-01-28 20:00:00,42.0,Pasta,4,140,26,Cash,1.0
670,1521,Burger Town,Alex,2024-01-28 21:00:00,270.0,Pizza,2,52,6,Cash,3.0
671,1757,Sushi World,cairo,2024-01-28 22:00:00,38.0,Pasta,4,205,25,Wallet,4.0
672,1836,Pasta Point,cairo,2024-01-28 23:00:00,32.0,Kebab,3,240,10,Card,5.0
673,1099,Pasta Point,Giza,2024-01-29 00:00:00,35.0,Sushi,1,130,3,Card,2.0
674,1801,Kebab House,Cairo,2024-01-29 01:00:00,,Sushi,4,208,6,Cash,2.0
675,1179,Pizza Hub,Cairo,2024-01-29 02:00:00,33.0,Kebab,4,187,28,Card,3.0
676,1222,Burger Town,CAIRO,2024-01-29 03:00:00,37.0,Pizza,3,226,15,Wallet,4.0
677,1905,Pizza Hub,Cairo,2024-01-29 04:00:00,23.0,Kebab,1,263,25,Card,2.0
678,1761,Burger Town,Giza,2024-01-29 05:00:00,22.0,Pizza,1,143,5,Wallet,3.0
679,1658,Burger Town,CAIRO,2024-01-29 06:00:00,18.0,Burger,2,175,26,Cash,3.0
680,1441,Pizza Hub,CAIRO,2024-01-29 07:00:00,15.0,Sushi,2,162,5,Wallet,4.0
681,1607,Pasta Point,cairo,2024-01-29 08:00:00,20.0,Pizza,3,198,1,Cash,
682,1768,Burger Town,cairo,2024-01-29 09:00:00,36.0,Pasta,1,149,23,Wallet,2.0
683,1324,Pizza Hub,Cairo,2024-01-29 10:00:00,24.0,Pasta,1,102,7,Wallet,2.0
684,1515,Burger Town,CAIRO,2024-01-29 11:00:00,,Sushi,2,136,29,Card,
685,1015,Sushi World,cairo,2024-01-29 12:00:00,35.0,Kebab,2,279,26,Wallet,2.0
686,1791,Pasta Point,Giza,2024-01-29 13:00:00,11.0,Kebab,3,253,6,Cash,5.0
687,1335,Kebab House,,2024-01-29 14:00:00,42.0,Pizza,1,138,26,Wallet,1.0
688,1758,Burger Town,alex,2024-01-29 15:00:00,44.0,Kebab,4,103,24,Cash,1.0
689,1257,Sushi World,alex,2024-01-29 16:00:00,23.0,Sushi,2,234,23,Cash,1.0
690,1496,Kebab House,cairo,2024-01-29 17:00:00,40.0,Pizza,3,69,13,Wallet,1.0
691,1987,Kebab House,CAIRO,2024-01-29 18:00:00,24.0,Burger,1,162,8,Card,3.0
692,1895,Burger Town,CAIRO,2024-01-29 19:00:00,36.0,Kebab,1,98,14,Wallet,5.0
693,1159,Pizza Hub,Alex,2024-01-29 20:00:00,19.0,Kebab,2,283,24,Wallet,4.0
694,1474,Burger Town,alex,2024-01-29 21:00:00,13.0,Pizza,3,184,21,Card,2.0
695,1851,Sushi World,Giza,2024-01-29 22:00:00,30.0,Pasta,4,78,17,Cash,1.0
696,1663,Kebab House,CAIRO,2024-01-29 23:00:00,33.0,Kebab,2,97,11,Wallet,4.0
697,1907,Burger Town,Cairo,2024-01-30 00:00:00,30.0,Sushi,3,270,22,Card,3.0
698,1689,Pizza Hub,alex,2024-01-30 01:00:00,20.0,Kebab,1,62,18,Card,4.0
699,1674,Burger Town,Giza,2024-01-30 02:00:00,30.0,Burger,4,52,12,Cash,1.0
700,1379,Pasta Point,Giza,2024-01-30 03:00:00,38.0,Kebab,3,51,6,Card,5.0
701,1544,Pizza Hub,CAIRO,2024-01-30 04:00:00,34.0,Pasta,4,65,24,Cash,4.0
702,1928,Sushi World,Giza,2024-01-30 05:00:00,37.0,Kebab,3,143,9,Wallet,1.0
703,1956,Kebab House,CAIRO,2024-01-30 06:00:00,26.0,Pizza,3,151,29,Card,1.0
704,1690,Burger Town,,2024-01-30 07:00:00,49.0,Kebab,3,183,9,Wallet,2.0
705,1426,Pizza Hub,alex,2024-01-30 08:00:00,20.0,Pasta,3,94,1,Card,2.0
706,1612,Pasta Point,Alex,2024-01-30 09:00:00,40.0,Pizza,4,120,13,Card,5.0
707,1267,Pizza Hub,cairo,2024-01-30 10:00:00,49.0,Sushi,2,182,12,Wallet,2.0
708,1834,Pasta Point,alex,2024-01-30 11:00:00,40.0,Pizza,4,105,21,Card,5.0
709,1576,Sushi World,CAIRO,2024-01-30 12:00:00,32.0,Burger,3,248,28,Wallet,3.0
710,1416,Kebab House,alex,2024-01-30 13:00:00,28.0,Pizza,4,275,5,Wallet,3.0
711,1167,Sushi World,CAIRO,2024-01-30 14:00:00,47.0,Sushi,4,176,8,Cash,2.0
712,1841,Burger Town,cairo,2024-01-30 15:00:00,17.0,Kebab,4,81,12,Wallet,3.0
713,1042,Pizza Hub,Cairo,2024-01-30 16:00:00,23.0,Pizza,3,98,8,Cash,4.0
714,1555,Pasta Point,Cairo,2024-01-30 17:00:00,30.0,Pizza,4,62,12,Wallet,4.0
715,1284,Pasta Point,alex,2024-01-30 18:00:00,49.0,Pizza,1,207,4,Card,4.0
716,1396,Pizza Hub,Cairo,2024-01-30 19:00:00,39.0,Pizza,3,74,13,Wallet,3.0
717,1011,Pizza Hub,CAIRO,2024-01-30 20:00:00,23.0,Sushi,4,262,4,Card,4.0
718,1606,Burger Town,Giza,2024-01-30 21:00:00,31.0,Pasta,1,109,8,Cash,5.0
719,1301,Sushi World,CAIRO,2024-01-30 22:00:00,27.0,Pasta,4,108,7,Card,1.0
720,1897,Pasta Point,Giza,2024-01-30 23:00:00,26.0,Pizza,2,262,6,Wallet,2.0
721,1252,Burger Town,cairo,2024-01-31 00:00:00,46.0,Sushi,4,205,7,Card,5.0
722,1498,Sushi World,Alex,2024-01-31 01:00:00,18.0,Sushi,4,289,21,Cash,
723,1753,Burger Town,Giza,2024-01-31 02:00:00,54.0,Pizza,2,107,2,Card,1.0
724,1034,Pasta Point,Cairo,2024-01-31 03:00:00,44.0,Burger,3,69,22,Card,2.0
725,1726,Pizza Hub,CAIRO,2024-01-31 04:00:00,48.0,Pizza,2,211,23,Wallet,5.0
726,1848,Pizza Hub,cairo,2024-01-31 05:00:00,,Burger,3,182,14,Wallet,2.0
727,1089,Sushi World,Cairo,2024-01-31 06:00:00,33.0,Pizza,2,259,7,Card,3.0
728,1775,Kebab House,cairo,2024-01-31 07:00:00,17.0,Burger,4,237,0,Cash,4.0
729,1604,Sushi World,Alex,2024-01-31 08:00:00,28.0,Burger,4,280,6,Card,5.0
730,1921,Kebab House,CAIRO,2024-01-31 09:00:00,40.0,Pizza,3,220,18,Cash,5.0
731,1969,Burger Town,alex,2024-01-31 10:00:00,50.0,Burger,3,106,1,Cash,1.0
732,1601,Burger Town,CAIRO,2024-01-31 11:00:00,21.0,Kebab,1,234,13,Cash,1.0
733,1417,Pasta Point,Alex,2024-01-31 12:00:00,30.0,Pasta,1,252,17,Card,1.0
734,1114,Kebab House,CAIRO,2024-01-31 13:00:00,33.0,Sushi,4,103,29,Cash,2.0
735,1616,Pasta Point,alex,2024-01-31 14:00:00,18.0,Burger,4,258,14,Card,4.0
736,1902,Pizza Hub,Giza,2024-01-31 15:00:00,42.0,Burger,1,161,13,Cash,2.0
737,1195,Kebab House,cairo,2024-01-31 16:00:00,26.0,Sushi,1,222,23,Cash,4.0
738,1825,Sushi World,alex,2024-01-31 17:00:00,32.0,Burger,3,135,24,Card,5.0
739,1500,Pizza Hub,Cairo,2024-01-31 18:00:00,29.0,Sushi,2,86,18,Wallet,2.0
740,1625,Pizza Hub,Alex,2024-01-31 19:00:00,25.0,Pizza,3,133,29,Wallet,2.0
741,1492,Sushi World,Giza,2024-01-31 20:00:00,34.0,Kebab,1,97,18,Card,2.0
742,1074,Pizza Hub,Cairo,2024-01-31 21:00:00,32.0,Kebab,4,167,21,Card,3.0
743,1412,Kebab House,Cairo,2024-01-31 22:00:00,30.0,Pasta,1,231,26,Wallet,4.0
744,1375,Pasta Point,Alex,2024-01-31 23:00:00,26.0,Burger,4,97,25,Wallet,4.0
745,1419,Pizza Hub,Giza,2024-02-01 00:00:00,38.0,Pasta,4,161,16,Wallet,2.0
746,1728,Kebab House,Cairo,2024-02-01 01:00:00,54.0,Pizza,4,159,21,Card,3.0
747,1276,Burger Town,Cairo,2024-02-01 02:00:00,,Kebab,4,55,27,Cash,2.0
748,1760,Kebab House,Giza,2024-02-01 03:00:00,46.0,Pizza,2,211,18,Card,4.0
749,1675,Pasta Point,CAIRO,2024-02-01 04:00:00,18.0,Pizza,1,240,26,Wallet,5.0
750,1393,Kebab House,Cairo,2024-02-01 05:00:00,36.0,Burger,3,127,15,Cash,3.0
751,1868,Sushi World,cairo,2024-02-01 06:00:00,21.0,Pizza,4,225,19,Card,3.0
752,1456,Pasta Point,Giza,2024-02-01 07:00:00,17.0,Kebab,4,72,24,Wallet,2.0
753,1919,Burger Town,Cairo,2024-02-01 08:00:00,26.0,Pasta,3,175,18,Card,
754,1191,Sushi World,Alex,2024-02-01 09:00:00,49.0,Kebab,3,133,0,Cash,4.0
755,1738,Kebab House,alex,2024-02-01 10:00:00,46.0,Burger,4,62,18,Wallet,1.0
756,1688,Pasta Point,cairo,2024-02-01 11:00:00,37.0,Kebab,3,96,6,Card,4.0
757,1098,Burger Town,alex,2024-02-01 12:00:00,16.0,Sushi,3,93,28,Cash,4.0
758,1547,Sushi World,alex,2024-02-01 13:00:00,32.0,Pasta,2,154,22,Cash,5.0
759,1977,Burger Town,Cairo,2024-02-01 14:00:00,38.0,Sushi,3,209,10,Card,
760,1998,Kebab House,cairo,2024-02-01 15:00:00,37.0,Sushi,1,203,4,Cash,4.0
761,1095,Burger Town,cairo,2024-02-01 16:00:00,12.0,Burger,1,291,29,Wallet,3.0
762,1663,Pizza Hub,CAIRO,2024-02-01 17:00:00,,Pizza,1,230,16,Cash,5.0
763,1662,Sushi World,alex,2024-02-01 18:00:00,34.0,Sushi,4,63,10,Card,5.0
764,1189,Burger Town,cairo,2024-02-01 19:00:00,41.0,Kebab,1,229,23,Wallet,2.0
765,1735,Kebab House,CAIRO,2024-02-01 20:00:00,8.0,Pizza,2,170,25,Cash,1.0
766,1036,Kebab House,Giza,2024-02-01 21:00:00,33.0,Kebab,1,85,7,Cash,5.0
767,1779,Burger Town,CAIRO,2024-02-01 22:00:00,36.0,Kebab,4,57,9,Wallet,5.0
768,1368,Kebab House,Alex,2024-02-01 23:00:00,45.0,Pizza,2,217,11,Wallet,3.0
769,1694,Pasta Point,,2024-02-02 00:00:00,43.0,Pizza,1,263,9,Cash,5.0
770,1524,Pasta Point,Giza,2024-02-02 01:00:00,41.0,Kebab,2,199,12,Wallet,4.0
771,1278,Pasta Point,Giza,2024-02-02 02:00:00,,Burger,2,65,25,Card,2.0
772,1216,Pizza Hub,Alex,2024-02-02 03:00:00,12.0,Pasta,4,140,17,Cash,2.0
773,1866,Burger Town,CAIRO,2024-02-02 04:00:00,30.0,Pasta,4,169,9,Card,4.0
774,1872,Pizza Hub,Cairo,2024-02-02 05:00:00,47.0,Burger,2,237,18,Cash,5.0
775,1797,Kebab House,CAIRO,2024-02-02 06:00:00,51.0,Pizza,1,109,19,Card,1.0
776,1272,Pizza Hub,cairo,2024-02-02 07:00:00,43.0,Kebab,4,59,16,Card,5.0
777,1880,Kebab House,CAIRO,2024-02-02 08:00:00,40.0,Pasta,2,202,19,Wallet,2.0
778,1061,Kebab House,Giza,2024-02-02 09:00:00,39.0,Kebab,3,80,15,Cash,1.0
779,1595,Sushi World,Cairo,2024-02-02 10:00:00,,Burger,3,70,4,Wallet,3.0
780,1879,Pasta Point,CAIRO,2024-02-02 11:00:00,33.0,Kebab,4,268,2,Wallet,3.0
781,1728,Kebab House,Cairo,2024-02-02 12:00:00,,Burger,1,130,29,Cash,5.0
782,1341,Sushi World,Cairo,2024-02-02 13:00:00,,Pizza,3,82,26,Card,5.0
783,1396,Pasta Point,cairo,2024-02-02 14:00:00,54.0,Burger,3,80,14,Cash,1.0
784,1698,Kebab House,cairo,2024-02-02 15:00:00,31.0,Burger,3,291,25,Cash,1.0
785,1018,Kebab House,Giza,2024-02-02 16:00:00,50.0,Pasta,1,283,1,Cash,5.0
786,1176,Pizza Hub,Alex,2024-02-02 17:00:00,18.0,Kebab,1,267,12,Wallet,2.0
787,1611,Pizza Hub,Cairo,2024-02-02 18:00:00,42.0,Pasta,4,198,21,Cash,3.0
788,1395,Pasta Point,Alex,2024-02-02 19:00:00,26.0,Sushi,4,85,7,Cash,1.0
789,1444,Kebab House,Giza,2024-02-02 20:00:00,18.0,Burger,3,242,22,Cash,2.0
790,1232,Burger Town,Cairo,2024-02-02 21:00:00,,Sushi,1,181,26,Card,5.0
791,1914,Pizza Hub,Cairo,2024-02-02 22:00:00,47.0,Pasta,2,117,29,Card,4.0
792,1075,Pasta Point,alex,2024-02-02 23:00:00,24.0,Kebab,3,139,16,Card,1.0
793,1264,Kebab House,Alex,2024-02-03 00:00:00,17.0,Pasta,4,181,3,Card,4.0
794,1454,Kebab House,CAIRO,2024-02-03 01:00:00,33.0,Kebab,1,290,18,Wallet,2.0
795,1795,Burger Town,cairo,2024-02-03 02:00:00,33.0,Kebab,4,58,21,Wallet,3.0
796,1717,Pasta Point,CAIRO,2024-02-03 03:00:00,41.0,Pizza,4,79,24,Cash,2.0
797,1734,Kebab House,Alex,2024-02-03 04:00:00,46.0,Burger,1,164,8,Wallet,3.0
798,1383,Pizza Hub,cairo,2024-02-03 05:00:00,34.0,Pasta,3,94,22,Card,2.0
799,1563,Burger Town,CAIRO,2024-02-03 06:00:00,57.0,Kebab,1,53,14,Cash,1.0
800,1850,Pasta Point,alex,2024-02-03 07:00:00,37.0,Pasta,3,118,27,Cash,1.0
801,1505,Burger Town,cairo,2024-02-03 08:00:00,30.0,Pasta,4,286,8,Card,4.0
802,1366,Pizza Hub,Cairo,2024-02-03 09:00:00,15.0,Kebab,1,72,23,Card,2.0
803,1143,Pasta Point,CAIRO,2024-02-03 10:00:00,31.0,Sushi,2,65,20,Card,2.0
804,1884,Burger Town,cairo,2024-02-03 11:00:00,30.0,Burger,3,71,8,Wallet,4.0
805,1068,Sushi World,alex,2024-02-03 12:00:00,46.0,Burger,2,278,13,Cash,5.0
806,1098,Pizza Hub,cairo,2024-02-03 13:00:00,40.0,Pizza,3,121,22,Card,2.0
807,1395,Pizza Hub,cairo,2024-02-03 14:00:00,20.0,Pizza,1,97,20,Cash,2.0
808,1024,Pizza Hub,alex,2024-02-03 15:00:00,37.0,Pizza,2,239,15,Cash,2.0
809,1947,Sushi World,CAIRO,2024-02-03 16:00:00,43.0,Burger,1,274,23,Wallet,5.0
810,1890,Sushi World,Giza,2024-02-03 17:00:00,53.0,Sushi,3,296,22,Cash,1.0
811,1468,Kebab House,,2024-02-03 18:00:00,45.0,Burger,3,237,24,Card,4.0
812,1483,Burger Town,Alex,2024-02-03 19:00:00,44.0,Burger,3,279,25,Card,5.0
